name,released,genres,platforms,rating,metacritic,ratings_count
Star Ocean: The Second Story R,2023-11-02,"Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",4.28,,18
The Texas Chain Saw Massacre,2023-08-18,"Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.08,,22
DNF DUEL,2022-06-27,"Casual, Action, Fighting","PC, PlayStation 5, PlayStation 4",0.0,,5
The Smurfs - Mission Vileaf,2021-10-26,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.22,,9
Forever Skies,2023-06-22,"Indie, Adventure, Action, Simulation","PC, PlayStation 5, PlayStation 4",3.91,,10
Jet Lancer,2020-05-11,"Indie, Action","PC, Nintendo Switch, macOS",3.77,,13
Rainbow Billy: The Curse of the Leviathan,2021-10-04,"Indie, Platformer, Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,3
Loopmancer,2022-07-13,"Shooter, Adventure, Action, RPG, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch",2.62,,8
A Musical Story,2022-03-03,"Casual, Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, Android, macOS, Linux",2.87,,15
Coffee Talk Episode 2: Hibiscus & Butterfly,2023-04-20,"Casual, Indie, Adventure, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",3.92,,25
Save Koch,2020-03-06,"Indie, Strategy, Adventure, Simulation","PC, Nintendo Switch",3.14,,6
The Matrix Awakens,2021-12-05,Shooter,"PlayStation 5, Xbox Series S/X",4.0,,42
The Hand of Merlin,2022-06-14,"Strategy, Indie, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,3
The DioField Chronicle,2022-09-22,"Strategy, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,1
Bayonetta Origins: Cereza and the Lost Demon,2023-03-17,"Adventure, Action",Nintendo Switch,3.8,,15
Disaster Report 4: Summer Memories,2020-04-06,Adventure,"PC, PlayStation 4, Nintendo Switch",3.53,56.0,16
Poker Club,2020-11-19,"Casual, Strategy, Simulation, Sports, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.5,,6
Ravenlok,2023-05-04,Adventure,"PC, Xbox Series S/X",3.58,,23
Dolmen,2022-05-20,"Indie, Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.62,57.0,8
Urbek City Builder,2022-07-12,"Strategy, Indie, Simulation","PC, Nintendo Switch",3.25,,8
Gnosia,2021-03-04,"Adventure, RPG","PC, PlayStation 5, PlayStation 4, Xbox One, Xbox Series S/X, Nintendo Switch, PS Vita",4.38,82.0,16
Sam & Max Save The World - Remastered,2020-12-02,"Adventure, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch",3.71,80.0,14
Fire Emblem Warriors: Three Hopes,2022-06-24,Action,Nintendo Switch,4.38,,13
Mario Strikers: Battle League,2022-06-10,Sports,Nintendo Switch,3.08,,23
DreadOut 2,2020-02-21,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.0,,9
Elden: Path of the Forgotten,2020-07-09,"Indie, Adventure, Action, RPG","PC, Nintendo Switch",0.0,,2
Jett: The Far Shore,2021-10-06,"Adventure, Action","PC, PlayStation 5, PlayStation 4",2.73,65.0,11
Broken Pieces,2022-09-08,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.25,64.0,6
The Outer Worlds: Peril on Gorgon,2020-09-09,"Shooter, RPG","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.73,73.0,26
Gigabash,2022-08-05,"Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",2.88,,8
Gibbon: Beyond the Trees,2022-02-25,"Casual, Indie, Adventure, Action","PC, Nintendo Switch, iOS, macOS",3.94,,15
Shovel Knight Pocket Dungeon,2021-12-13,"Indie, Adventure, Action, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",3.92,,12
Gunbrella,2023-09-13,"Platformer, Shooter, Adventure, Action","PC, Nintendo Switch",3.89,,18
Anvil,2021-12-01,"Adventure, Action","PC, Xbox One, Xbox Series S/X",0.0,,4
ConnecTank,2021-09-28,"Casual, Strategy, Action","PC, Xbox One, Nintendo Switch",0.0,,2
Gravity Circuit,2023-07-13,"Indie, Action","PC, PlayStation 5, PlayStation 4, Nintendo Switch, macOS, Linux",0.0,89.0,5
Unusual Findings,2021-10-07,"Indie, Adventure, Puzzle","PC, Nintendo Switch",3.88,,8
We should talk.,2020-07-16,"Casual, Indie, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",0.0,,2
PARANORMASIGHT: The Seven Mysteries of Honjo,2023-03-08,"Casual, Adventure, RPG, Simulation","PC, Nintendo Switch",4.33,,9
Dog Duty,2020-09-17,"Indie, Shooter, Strategy, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,48.0,4
Song of Nunu: A League of Legends Story,2023-11-01,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.72,,17
Spacebase Startopia,2021-03-25,"Strategy, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",3.33,65.0,6
Conway: Disappearance at Dahlia View,2021-11-02,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.25,,6
Alder's Blood,2020-03-13,"Strategy, Indie","PC, Nintendo Switch",2.5,,8
Super Mario Bros. 35,2020-10-01,Platformer,Nintendo Switch,3.78,75.0,40
Arrest of a stone Buddha,2020-05-21,"Indie, Action","PC, Xbox One, Nintendo Switch, macOS",4.0,,6
Batbarian: Testament of the Primordials,2020-10-12,"Adventure, Action, RPG, Indie, Platformer","PC, Xbox One, Nintendo Switch, macOS",3.75,77.0,8
Figment 2: Creed Valley,2023-03-08,Adventure,"PC, Xbox Series S/X, Nintendo Switch",4.18,,17
Mayhem Brawler,2021-08-18,"Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.56,,15
TRANSFORMERS: BATTLEGROUNDS,2020-10-22,Strategy,"PC, Xbox One, PlayStation 4, Nintendo Switch",2.5,,6
Kirby’s Return to Dream Land Deluxe,2023-02-24,Platformer,Nintendo Switch,3.83,,12
Praetorians - HD Remaster,2020-01-24,Strategy,"PC, Xbox One, PlayStation 4, Xbox Series S/X",0.0,56.0,3
SUPER CHICKEN JUMPER,2021-09-24,"Casual, Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.86,,7
Sumire,2021-05-27,"Casual, Indie, Adventure","PC, Nintendo Switch, iOS",0.0,,5
Puzzle Quest 3,2022-03-01,"Adventure, Action, RPG, Puzzle, Casual, Strategy","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android",0.0,69.0,0
Blade Runner: Enhanced Edition,2022-06-23,Adventure,"PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,4
Robotics;Notes DaSH,2020-10-13,Adventure,"PC, PlayStation 4, Nintendo Switch",0.0,,1
The Elder Scrolls V: Skyrim Anniversary Edition,2021-11-11,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.03,,35
Atelier Shallie: Alchemists of the Dusk Sea DX,2020-01-14,"Adventure, RPG","PC, PlayStation 4, Nintendo Switch",3.57,77.0,7
Nine Witches: Family Disruption,2020-12-03,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
BLUE REFLECTION: Second Light,2021-11-08,RPG,"PC, PlayStation 4, Nintendo Switch",3.5,,10
After Us,2023-05-23,"Platformer, Adventure","PC, PlayStation 5, Xbox Series S/X",3.6,,10
Divine Knockout,2022-12-06,"Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.62,,8
Teacup,2021-09-23,"Casual, Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",3.12,,8
Goodbye Volcano High,2023-08-29,"Indie, Adventure","PC, PlayStation 5, PlayStation 4",3.45,,10
PAC-MAN WORLD Re-PAC,2022-08-26,"Racing, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.75,,7
Ad Infinitum,2023-09-13,"Adventure, Action","PC, PlayStation 5, Xbox Series S/X",3.67,,10
Shovel Knight Dig,2022-09-23,"Adventure, Action, Strategy, Platformer, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",3.31,82.0,13
Carnivores: Dinosaur Hunt,2021-06-01,"Adventure, Action, Casual, Simulation, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,0
The Last Hero of Nostalgaia,2022-10-19,"Adventure, Action, RPG","PC, Xbox One, Xbox Series S/X",3.86,,7
SaGa Frontier Remastered,2021-04-15,"Adventure, RPG","PC, PlayStation 4, Nintendo Switch, iOS, Android",0.0,75.0,3
The Legend of Heroes: Trails to Azure,2020-05-28,RPG,"PC, PlayStation 4, Nintendo Switch",4.09,,23
Atelier Sophie: The Alchemist of the Mysterious Book DX,2021-04-21,RPG,"PC, PlayStation 4, Nintendo Switch",3.75,,8
Just Dance 2022,2021-11-04,"Casual, Simulation","PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, Wii",3.83,,12
Mario Golf: Super Rush,2021-06-25,"Arcade, Sports",Nintendo Switch,3.0,70.0,16
Time on Frog Island,2022-07-12,"Indie, Adventure, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,3
Nintendo Switch Sports,2022-04-29,Sports,Nintendo Switch,4.0,,27
Arcadegeddon,2021-07-08,"Shooter, Adventure, Action","PC, PlayStation 5",1.57,,7
Happy's Humble Burger Farm,2021-12-02,"Indie, Adventure, Action, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.58,,12
Atelier Ayesha: The Alchemist of Dusk DX,2020-01-14,RPG,"PC, PlayStation 4, Nintendo Switch",3.44,66.0,8
Jay and Silent Bob: Mall Brawl,2020-05-06,"Adventure, Action, Fighting, Arcade, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,62.0,1
PAC-MAN MUSEUM+,2022-05-27,"Casual, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
Resolutiion,2020-05-28,"Indie, Adventure, Action","PC, Nintendo Switch, macOS, Linux",0.0,,5
Mineko's Night Market,2023-09-26,"Casual, Indie, Adventure, Simulation","PC, Nintendo Switch, macOS",2.62,,8
The Spirit and the Mouse,2022-09-26,"Indie, Adventure, Puzzle","PC, Nintendo Switch",3.88,,7
Burnhouse Lane,2022-12-01,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.38,,16
Way of the Hunter,2022-08-16,"Shooter, Adventure, Simulation, Sports","PC, PlayStation 5, Xbox Series S/X",3.43,,13
Ghost of Tsushima - Iki Island,2021-08-20,"Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4",4.31,,41
No Place for Bravery,2022-09-22,"Indie, Adventure, Action, RPG","PC, Nintendo Switch",0.0,68.0,4
The Flower Collectors,2020-04-20,"Indie, Adventure","PC, Nintendo Switch",3.53,,19
Death Come True,2020-06-24,"Adventure, RPG","PC, PlayStation 4, Nintendo Switch, iOS, Android",3.27,72.0,14
Wildfrost,2023-04-12,"Card, Strategy, Adventure, Indie","PC, Nintendo Switch",4.15,,13
CONVERGENCE: A League of Legends Story,2023-05-23,"Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.33,,12
Alisa,2021-09-30,"Indie, Adventure, Action","PC, PlayStation 5, macOS, Linux",3.64,,11
BloodRayne Betrayal: Fresh Bites,2021-09-08,"Platformer, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,4
Teslagrad 2,2023-04-19,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.0,,9
Clash: Artifacts of Chaos,2023-03-08,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.29,,14
Quiplash 2 Interlashional: The Say Anything Party Game!,2020-04-08,"Casual, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",4.5,,6
Endless Dungeon,2023-10-19,"Strategy, Action","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Atelier Ryza 3: Alchemist of the End & the Secret Key,2023-03-24,"Casual, Adventure, RPG, Simulation","PC, PlayStation 5, PlayStation 4, Nintendo Switch",3.44,,9
The Magister,2021-09-02,"Adventure, Action, RPG","PC, Xbox One, Nintendo Switch",0.0,,0
Crowns and Pawns: Kingdom of Deceit,2022-05-06,"Indie, Adventure","PC, Nintendo Switch, macOS, Linux",3.09,,11
Trash Sailors,2021-12-16,"Indie, Adventure, Action, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch",2.75,68.0,7
SKYHILL: Black Mist,2020-06-11,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",2.43,,7
Youtubers Life 2,2021-10-19,"Adventure, Casual, Strategy, Simulation, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",3.09,,10
Voyage,2021-02-19,"Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.89,69.0,9
Sail Forth,2022-12-20,"Indie, Adventure, Action, Simulation","PC, Nintendo Switch, macOS, Linux",0.0,,4
Sakura Succubus 4,2021-03-01,Simulation,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Linux",0.0,,3
Frogun,2022-08-01,"Indie, Adventure, Action","PC, Nintendo Switch, macOS, Linux",3.12,,8
The Legend of Heroes: Trails into Reverie,2023-07-07,"Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,5
Aka,2022-11-15,"Casual, Adventure, Simulation","PC, Nintendo Switch",0.0,,1
Atelier Sophie 2: The Alchemist of the Mysterious Dream,2022-02-25,"Adventure, RPG","PC, PlayStation 4, Nintendo Switch",3.38,,8
Ever Forward,2020-08-12,"Casual, Indie, Strategy, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.71,65.0,14
Godstrike,2021-04-14,"Arcade, Indie, Adventure, Action","PC, Xbox One, Nintendo Switch",0.0,,1
TT Isle of Man Ride on the Edge 2,2020-03-19,"Racing, Simulation, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,4
Good Job!,2020-03-26,"Action, Puzzle",Nintendo Switch,3.5,78.0,21
Wide Ocean Big Jacket,2020-01-21,"Casual, Indie, Adventure, Simulation","PC, Nintendo Switch, iOS, macOS",4.31,79.0,15
Torn Away,2023-09-29,"Indie, Adventure","PC, Nintendo Switch",3.45,,28
The Darkest Tales,2022-10-13,"Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,4
Jitsu Squad,2021-02-18,"Indie, Action, Fighting","PC, PlayStation 5",0.0,,5
Samurai Bringer,2022-04-21,"Indie, Action","PC, PlayStation 4, Nintendo Switch",0.0,,2
Warhammer Age of Sigmar: Storm Ground,2021-05-26,Strategy,"PC, Xbox One, PlayStation 4, Nintendo Switch",2.14,,7
MONARK,2022-02-22,RPG,"PC, PlayStation 4, Nintendo Switch",0.0,,3
Assassin's Creed Valhalla: Wrath of the Druids,2021-05-13,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.29,,17
Life is Strange: True Colors - Wavelengths,2021-09-30,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.35,,37
Neptunia x Senran Kagura: Ninja Wars,2021-10-26,"Action, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,4
PGA TOUR 2K23,2022-10-11,"Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.5,,6
This is the Zodiac Speaking,2020-10-15,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,44.0,0
Aeon Must Die!,2021-10-14,"Indie, Action, RPG, Fighting","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,5
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,2020-01-14,"Adventure, RPG","PC, PlayStation 4, Nintendo Switch",4.29,77.0,7
R-Type Final 2,2021-04-30,"Shooter, Action","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,73.0,3
Bleak Faith: Forsaken,2023-03-10,"Indie, Adventure, Action, RPG","PC, PlayStation 5",2.5,63.0,7
The Plane Effect,2021-08-12,"Casual, Indie, Adventure","PC, PlayStation 5, Xbox One, Xbox Series S/X, Nintendo Switch",2.8,,9
Summertime Madness,2021-06-17,"Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",3.0,66.0,6
RiMS Racing,2021-08-19,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,3
Grapple Dog,2022-02-10,"Indie, Adventure, Action","PC, Nintendo Switch",4.0,,6
Moss: Book II,2022-03-31,"Adventure, Action","PC, PlayStation 5, PlayStation 4",4.25,,7
Hazel Sky,2022-07-20,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",2.14,,6
Ultra Age,2021-09-09,"Indie, Adventure, Action","PC, PlayStation 4, Nintendo Switch",0.0,,4
STAR OCEAN THE DIVINE FORCE,2022-10-27,"Action, RPG","PC, PlayStation 5, PlayStation 4",3.0,,7
Redout: Space Assault,2021-01-22,"Indie, Shooter, Arcade, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",0.0,62.0,3
Little Nightmares II - DEMO,2020-12-09,Platformer,"PC, Nintendo Switch",0.0,,4
Hellboy Web of Wyrd,2023-10-18,"Indie, Adventure, Action","PC, PlayStation 5, Xbox Series S/X",2.17,,11
The Caligula Effect 2,2022-06-22,RPG,"PC, PlayStation 4, Nintendo Switch",0.0,,4
Before I Forget,2020-07-15,"Casual, Indie, Adventure","PC, Xbox One, Xbox Series S/X, Nintendo Switch, macOS, Linux",3.88,82.0,7
ITTA,2020-04-22,"Indie, Adventure, Action","PC, Nintendo Switch",3.57,,7
Daymare 1994: Sandcastle,2023-08-30,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.3,,9
Dungeons of Dreadrock,2022-02-12,"Adventure, Action, RPG, Puzzle, Casual, Indie","PC, Nintendo Switch, iOS",0.0,,5
DYNASTY WARRIORS 9 Empires,2022-02-15,"Strategy, Action, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,5
Clid the snail,2021-12-15,"Indie, Shooter, Adventure, Action","PC, PlayStation 5, PlayStation 4",3.17,,5
NAMCO MUSEUM ARCHIVES Vol 1,2020-06-17,"Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,0
Trifox,2022-10-14,"Indie, Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,78.0,1
Ghostbusters: Spirits Unleashed,2022-10-18,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,5
Rocksmith+,2022-09-06,"Casual, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Android",0.0,,2
The Last Kids on Earth and the Staff of Doom,2021-06-04,Indie,"PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,5
Wind Peaks,2020-07-28,"Casual, Indie, Adventure","PC, Nintendo Switch",3.2,,8
Cricket 22,2021-10-31,"Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.83,,6
Seed of Life,2021-08-11,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.2,,10
Monster Hunter Rise: Sunbreak,2022-06-30,"Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.24,,17
Bug Academy,2020-01-14,"Casual, Indie, Action, Simulation","PC, Xbox One, Nintendo Switch",0.0,,5
Winter Ember,2022-04-19,"Strategy, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",1.93,58.0,14
The Callisto Protocol: Final Transmission,2023-06-29,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.43,,21
CrossFire X,2022-02-10,Shooter,"Xbox One, Xbox Series S/X",3.0,38.0,16
Zombies Ate My Neighbors and Ghoul Patrol,2021-06-28,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
Mail Mole,2021-03-04,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,75.0,3
STORY OF SEASONS: Pioneers of Olive Town,2021-09-15,"Casual, RPG, Simulation","PC, PlayStation 4, Nintendo Switch",3.58,,12
LumbearJack,2022-06-11,"Casual, Indie, Adventure, Puzzle","PC, Nintendo Switch",3.7,,9
Evergate,2020-02-15,"Indie, Adventure","PC, Xbox One, Nintendo Switch",0.0,,5
Stray Blade,2023-04-19,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X",0.0,,5
Gerda: A Flame in Winter,2022-08-31,"Casual, Indie, Adventure, RPG","PC, Nintendo Switch",3.56,,15
To The Rescue!,2021-11-01,"Indie, Simulation","PC, Nintendo Switch, macOS, Linux",4.17,57.0,6
Cannibal Cuisine,2020-05-20,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,2
moon: Remix RPG Adventure (2021),2021-12-15,"Adventure, RPG","PC, PlayStation 4, Nintendo Switch, macOS",0.0,,1
Super Robot Wars 30,2021-10-27,"Strategy, RPG, Simulation","PC, PlayStation 4, Nintendo Switch",0.0,,4
Thirsty Suitors,2023-11-02,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch",3.44,,17
The Darkside Detective: A Fumble in the Dark,2021-04-15,"Casual, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",3.57,,7
My Lovely Wife,2022-06-07,"Adventure, RPG, Casual, Strategy, Simulation, Indie","PC, Nintendo Switch",3.83,,6
World's End Club,2020-09-03,"Adventure, Action, RPG, Puzzle","PC, Nintendo Switch, iOS",0.0,68.0,4
Will You Snail?,2022-03-09,"Platformer, Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,82.0,1
Jack Axe,2021-10-06,"Indie, Adventure, Action","PC, Nintendo Switch, macOS",0.0,,2
Embracelet,2020-09-23,"Indie, Adventure, Puzzle","PC, Nintendo Switch, iOS",0.0,,2
Mythic Ocean,2021-07-09,"Indie, Adventure","PC, Xbox One, Nintendo Switch",0.0,76.0,2
Clash Force,2020-07-03,"Indie, Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
Destiny 2: The Witch Queen,2022-02-23,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.74,,18
Stonefly,2021-05-31,"Indie, Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.44,,9
Fae Farm,2023-09-08,"Adventure, Action, RPG, Simulation","PC, Nintendo Switch",3.17,,5
AKIBA'S TRIP: Hellbound & Debriefed,2021-07-20,"Adventure, Action, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,2
Scathe,2022-08-31,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.17,61.0,6
Made in Abyss: Binary Star Falling into Darkness,2022-09-02,"Action, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,4
Commandos 3 - HD Remaster,2022-08-30,Strategy,"PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,1
Battle Axe,2021-04-23,"Arcade, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",0.0,,4
Skydrift Infinity,2021-07-29,"Racing, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,3
Monster Jam Steel Titans 2,2021-03-01,"Racing, Arcade, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch",3.0,58.0,6
Override 2: Super Mech League,2020-12-22,"Indie, Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,58.0,2
Vengeful Guardian: Moonrider,2023-01-11,"Platformer, Indie, Action","PC, PlayStation 5, PlayStation 4, Nintendo Switch",3.67,,6
LEGO Fortnite,2023-12-07,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.41,,15
HyperParasite,2020-03-03,"Indie, Shooter, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,5
Genetic Disaster,2020-05-29,"Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,3
Faraday Protocol,2021-08-12,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch",3.2,,10
A Fold Apart,2020-04-17,"Casual, Indie, Strategy, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",3.88,,8
NAMCO MUSEUM ARCHIVES Vol 2,2020-06-17,"Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,1
Best Friend Forever,2020-06-18,"Indie, Adventure, Simulation","PC, Nintendo Switch",0.0,,4
NBA 2K24,2023-09-08,"Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,5
Across the Grooves,2020-06-17,Indie,"PC, Nintendo Switch, macOS, Linux",0.0,,1
Paradise Marsh,2022-10-13,"Indie, Adventure, Action","PC, Nintendo Switch, macOS",0.0,,2
Ninjala,2020-06-24,Action,Nintendo Switch,3.35,68.0,16
Double Dragon Gaiden: Rise Of The Dragons,2023-07-27,"Adventure, Action, Fighting, Casual, Family","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,4
Mr. DRILLER DrillLand (2020),2020-06-24,Casual,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,1
Ghost Trick : Detective Phantom (remastered),2023-06-30,Adventure,"PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.33,,12
Breakout: Recharged,2022-02-10,"Casual, Arcade, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",0.0,,1
River City Girls Zero,2022-08-29,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
WARRIORS OROCHI 4 Ultimate,2020-02-14,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch",4.25,,10
DRAGON BALL: THE BREAKERS,2022-10-13,"Casual, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.57,,7
